Image Index,TOF,Lambda,MeanI
684,0.0264918,4.924087197,5.184635162
685,0.0265072,4.926949627,5.151863098
686,0.0265226,4.929812058,5.177944183
687,0.0265379,4.932655902,5.170742035
688,0.0265533,4.935518332,5.128269196
689,0.0265686,4.938362176,5.138153076
690,0.026584,4.941224607,5.12456131
691,0.0265994,4.944087038,5.124763489
692,0.0266147,4.946930881,5.091434479
693,0.0266301,4.949793312,5.102096558
694,0.0266454,4.952637155,5.090003967
695,0.0266608,4.955499586,5.082374573
696,0.0266762,4.958362017,5.051944733
697,0.0266915,4.96120586,5.070728302
698,0.0267069,4.964068291,5.05562973
699,0.0267222,4.966912135,5.024200439
700,0.0267376,4.969774565,5.009986877
701,0.026753,4.972636996,5.003498077
702,0.0267683,4.97548084,4.993408203
703,0.0267837,4.97834327,4.969234467
704,0.026799,4.981187114,4.963932037
705,0.0268144,4.984049545,4.966259003
706,0.0268298,4.986911975,4.914897919
707,0.0268451,4.989755819,4.923194885
708,0.0268605,4.99261825,4.919540405
709,0.0268758,4.995462093,4.90643692
710,0.0268912,4.998324524,4.884880066
711,0.0269066,5.001186955,4.897304535
712,0.0269219,5.004030798,4.869529724
713,0.0269373,5.006893229,4.875144958
714,0.0269526,5.009737073,4.867610931
715,0.026968,5.012599503,4.83939743
716,0.0269834,5.015461934,4.854789734
717,0.0269987,5.018305778,4.8294487
718,0.0270141,5.021168208,4.824081421
719,0.0270294,5.024012052,4.810173035
720,0.0270448,5.026874483,4.828262329
721,0.0270602,5.029736913,4.7849617
722,0.0270755,5.032580757,4.80197525
723,0.0270909,5.035443188,4.786140442
724,0.0271062,5.038287031,4.764640808
725,0.0271216,5.041149462,4.743011475
726,0.027137,5.044011893,4.771167755
727,0.0271523,5.046855736,4.742607117
728,0.0271677,5.049718167,4.722545624
729,0.027183,5.05256201,4.716033936
730,0.0271984,5.055424441,4.681671143
731,0.0272138,5.058286872,4.683403015
732,0.0272291,5.061130715,4.692722321
733,0.0272445,5.063993146,4.685855865
734,0.0272598,5.06683699,4.667430878
735,0.0272752,5.06969942,4.64806366
736,0.0272906,5.072561851,4.650665283
737,0.0273059,5.075405695,4.625679016
738,0.0273213,5.078268126,4.640510559
739,0.0273366,5.081111969,4.613349915
740,0.027352,5.0839744,4.629886627
741,0.0273674,5.086836831,4.610466003
742,0.0273827,5.089680674,4.583774567
743,0.0273981,5.092543105,4.546199799
744,0.0274134,5.095386948,4.565925598
745,0.0274288,5.098249379,4.56470108
746,0.0274442,5.10111181,4.546272278
747,0.0274595,5.103955653,4.504375458
748,0.0274749,5.106818084,4.54719162
749,0.0274902,5.109661928,4.536441803
750,0.0275056,5.112524358,4.512187958
751,0.027521,5.115386789,4.475849152
752,0.0275363,5.118230633,4.489391327
753,0.0275517,5.121093063,4.455482483
754,0.027567,5.123936907,4.475395203
755,0.0275824,5.126799338,4.444187164
756,0.0275978,5.129661768,4.437717438
757,0.0276131,5.132505612,4.416419983
758,0.0276285,5.135368043,4.407459259
759,0.0276438,5.138211886,4.402828217
760,0.0276592,5.141074317,4.389469147
761,0.0276746,5.143936748,4.414001465
762,0.0276899,5.146780591,4.387275696
763,0.0277053,5.149643022,4.382339478
764,0.0277206,5.152486866,4.366416931
765,0.027736,5.155349296,4.379699707
766,0.0277514,5.158211727,4.312000275
767,0.0277667,5.161055571,4.328914642
768,0.0277821,5.163918001,4.337852478
769,0.0277974,5.166761845,4.308685303
770,0.0278128,5.169624276,4.321083069
771,0.0278282,5.172486706,4.293655396
772,0.0278435,5.17533055,4.276390076
773,0.0278589,5.178192981,4.297771454
774,0.0278742,5.181036824,4.27016449
775,0.0278896,5.183899255,4.268875122
776,0.027905,5.186761686,4.243057251
777,0.0279203,5.189605529,4.237236023
778,0.0279357,5.19246796,4.232780457
779,0.027951,5.195311803,4.209568024
780,0.0279664,5.198174234,4.204730988
781,0.0279818,5.201036665,4.208744049
782,0.0279971,5.203880509,4.161876678
783,0.0280125,5.206742939,4.210121155
784,0.0280278,5.209586783,4.172920227
785,0.0280432,5.212449214,4.17874527
786,0.0280586,5.215311644,4.187095642
787,0.0280739,5.218155488,4.159076691
788,0.0280893,5.221017919,4.134311676
789,0.0281046,5.223861762,4.118877411
790,0.02812,5.226724193,4.140228271
791,0.0281354,5.229586624,4.113063812
792,0.0281507,5.232430467,4.108104706
793,0.0281661,5.235292898,4.099803925
794,0.0281814,5.238136741,4.076835632
795,0.0281968,5.240999172,4.078941345
796,0.0282122,5.243861603,4.058429718
797,0.0282275,5.246705446,4.058689117
798,0.0282429,5.249567877,4.05770874
799,0.0282582,5.252411721,4.034564972
800,0.0282736,5.255274151,4.004619598
801,0.028289,5.258136582,4.022785187
802,0.0283043,5.260980426,4.030513763
803,0.0283197,5.263842856,4.017009735
804,0.028335,5.2666867,4.000953674
805,0.0283504,5.269549131,3.981784821
806,0.0283658,5.272411561,3.981609344
807,0.0283811,5.275255405,3.969272614
808,0.0283965,5.278117836,3.961372375
809,0.0284118,5.280961679,3.953468323
810,0.0284272,5.28382411,3.959663391
811,0.0284426,5.286686541,3.9271698
812,0.0284579,5.289530384,3.918170929
813,0.0284733,5.292392815,3.909210205
814,0.0284886,5.295236659,3.900318146
815,0.028504,5.298099089,3.866199493
816,0.0285194,5.30096152,3.88886261
817,0.0285347,5.303805364,3.907920837
818,0.0285501,5.306667794,3.882118225
819,0.0285654,5.309511638,3.865428925
820,0.0285808,5.312374069,3.860454559
821,0.0285962,5.315236499,3.862323761
822,0.0286115,5.318080343,3.8487854
823,0.0286269,5.320942774,3.839832306
824,0.0286422,5.323786617,3.829547882
825,0.0286576,5.326649048,3.834812164
826,0.028673,5.329511479,3.80368042
827,0.0286883,5.332355322,3.804096222
828,0.0287037,5.335217753,3.801963806
829,0.028719,5.338061597,3.769889832
830,0.0287344,5.340924027,3.777614594
831,0.0287498,5.343786458,3.802062988
832,0.0287651,5.346630302,3.758270264
833,0.0287805,5.349492732,3.745620728
834,0.0287958,5.352336576,3.742294312
835,0.0288112,5.355199007,3.702301025
836,0.0288266,5.358061437,3.737174988
837,0.0288419,5.360905281,3.708564758
838,0.0288573,5.363767712,3.70092392
839,0.0288726,5.366611555,3.711006165
840,0.028888,5.369473986,3.688659668
841,0.0289034,5.372336417,3.664333344
842,0.0289187,5.37518026,3.671882629
843,0.0289341,5.378042691,3.676319122
844,0.0289494,5.380886534,3.664665222
845,0.0289648,5.383748965,3.650924683
846,0.0289802,5.386611396,3.641059875
847,0.0289955,5.389455239,3.613445282
848,0.0290109,5.39231767,3.611732483
849,0.0290262,5.395161514,3.579246521
850,0.0290416,5.398023944,3.595890045
851,0.029057,5.400886375,3.558082581
852,0.0290723,5.403730219,3.556007385
853,0.0290877,5.406592649,3.562294006
854,0.029103,5.409436493,3.538261414
855,0.0291184,5.412298924,3.542953491
856,0.0291338,5.415161355,3.536907196
857,0.0291491,5.418005198,3.517097473
858,0.0291645,5.420867629,3.521663666
859,0.0291798,5.423711472,3.543815613
860,0.0291952,5.426573903,3.525512695
861,0.0292106,5.429436334,3.500804901
862,0.0292259,5.432280177,3.476242065
863,0.0292413,5.435142608,3.508037567
864,0.0292566,5.437986452,3.481060028
865,0.029272,5.440848882,3.49628067
866,0.0292874,5.443711313,3.479133606
867,0.0293027,5.446555157,3.451377869
868,0.0293181,5.449417587,3.441509247
869,0.0293334,5.452261431,3.446689606
870,0.0293488,5.455123862,3.42143631
871,0.0293642,5.457986292,3.437797546
872,0.0293795,5.460830136,3.424468994
873,0.0293949,5.463692567,3.429859161
874,0.0294102,5.46653641,3.430820465
875,0.0294256,5.469398841,3.407268524
876,0.029441,5.472261272,3.410045624
877,0.0294563,5.475105115,3.399326324
878,0.0294717,5.477967546,3.420032501
879,0.029487,5.48081139,3.38727951
880,0.0295024,5.48367382,3.399887085
881,0.0295178,5.486536251,3.399486542
882,0.0295331,5.489380095,3.355194092
883,0.0295485,5.492242525,3.354988098
884,0.0295638,5.495086369,3.353187561
885,0.0295792,5.4979488,3.33147049
886,0.0295946,5.50081123,3.338104248
887,0.0296099,5.503655074,3.326423645
888,0.0296253,5.506517505,3.315143585
889,0.0296406,5.509361348,3.303928375
890,0.029656,5.512223779,3.318584442
891,0.0296714,5.51508621,3.30872345
892,0.0296867,5.517930053,3.299816132
893,0.0297021,5.520792484,3.288478851
894,0.0297174,5.523636327,3.30255127
895,0.0297328,5.526498758,3.268417358
896,0.0297482,5.529361189,3.290130615
897,0.0297635,5.532205032,3.258228302
898,0.0297789,5.535067463,3.239803314
899,0.0297942,5.537911307,3.248806
900,0.0298096,5.540773738,3.244194031
901,0.029825,5.543636168,3.23890686
902,0.0298403,5.546480012,3.236869812
903,0.0298557,5.549342443,3.19065094
904,0.029871,5.552186286,3.22095108
905,0.0298864,5.555048717,3.209632874
906,0.0299018,5.557911148,3.233764648
907,0.0299171,5.560754991,3.196857452
908,0.0299325,5.563617422,3.18686676
909,0.0299478,5.566461265,3.198013306
910,0.0299632,5.569323696,3.160243988
911,0.0299786,5.572186127,3.161197662
912,0.0299939,5.57502997,3.166797638
913,0.0300093,5.577892401,3.151573181
914,0.0300246,5.580736245,3.145240784
915,0.03004,5.583598675,3.167980194
916,0.0300554,5.586461106,3.107761383
917,0.0300707,5.58930495,3.126338959
918,0.0300861,5.59216738,3.124828339
919,0.0301014,5.595011224,3.12165451
920,0.0301168,5.597873655,3.104602814
921,0.0301322,5.600736085,3.113964081
922,0.0301475,5.603579929,3.100524902
923,0.0301629,5.60644236,3.090621948
924,0.0301782,5.609286203,3.089878082
925,0.0301936,5.612148634,3.069473267
926,0.030209,5.615011065,3.058170319
927,0.0302243,5.617854908,3.052879333
928,0.0302397,5.620717339,3.051403046
929,0.030255,5.623561183,3.031181335
930,0.0302704,5.626423613,3.056915283
931,0.0302858,5.629286044,3.033439636
932,0.0303011,5.632129888,3.021865845
933,0.0303165,5.634992318,3.035175323
934,0.0303318,5.637836162,3.013957977
935,0.0303472,5.640698593,2.990772247
936,0.0303626,5.643561023,3.004577637
937,0.0303779,5.646404867,3.009029388
938,0.0303933,5.649267298,2.998939514
939,0.0304086,5.652111141,2.976459503
940,0.030424,5.654973572,2.969554901
941,0.0304394,5.657836003,2.982433319
942,0.0304547,5.660679846,2.962062836
943,0.0304701,5.663542277,2.965190887
944,0.0304854,5.66638612,2.952785492
945,0.0305008,5.669248551,2.947826385
946,0.0305162,5.672110982,2.943515778
947,0.0305315,5.674954826,2.926498413
948,0.0305469,5.677817256,2.924098969
949,0.0305622,5.6806611,2.91582489
950,0.0305776,5.683523531,2.921585083
951,0.030593,5.686385961,2.918991089
952,0.0306083,5.689229805,2.882896423
953,0.0306237,5.692092236,2.898845673
954,0.030639,5.694936079,2.889698029
955,0.0306544,5.69779851,2.889095306
956,0.0306698,5.700660941,2.86246109
957,0.0306851,5.703504784,2.872879028
958,0.0307005,5.706367215,2.867080688
959,0.0307158,5.709211058,2.857261658
960,0.0307312,5.712073489,2.848114014
961,0.0307466,5.71493592,2.848495483
962,0.0307619,5.717779763,2.857681274
963,0.0307773,5.720642194,2.846809387
964,0.0307926,5.723486038,2.834072113
965,0.030808,5.726348468,2.817989349
966,0.0308234,5.729210899,2.817935944
967,0.0308387,5.732054743,2.823249817
968,0.0308541,5.734917173,2.790374756
969,0.0308694,5.737761017,2.801952362
970,0.0308848,5.740623448,2.794952393
971,0.0309002,5.743485878,2.786628723
972,0.0309155,5.746329722,2.774288177
973,0.0309309,5.749192153,2.779029846
974,0.0309462,5.752035996,2.752658844
975,0.0309616,5.754898427,2.756309509
976,0.030977,5.757760858,2.777702332
977,0.0309923,5.760604701,2.742488861
978,0.0310077,5.763467132,2.748325348
979,0.031023,5.766310976,2.754867554
980,0.0310384,5.769173406,2.733638763
981,0.0310538,5.772035837,2.738471985
982,0.0310691,5.774879681,2.71869278
983,0.0310845,5.777742111,2.723987579
984,0.0310998,5.780585955,2.715179443
985,0.0311152,5.783448386,2.709358215
986,0.0311306,5.786310816,2.706256866
987,0.0311459,5.78915466,2.700817108
988,0.0311613,5.792017091,2.688163757
989,0.0311766,5.794860934,2.681217194
990,0.031192,5.797723365,2.658081055
991,0.0312074,5.800585796,2.673213959
992,0.0312227,5.803429639,2.646648407
993,0.0312381,5.80629207,2.66021347
994,0.0312534,5.809135914,2.667263031
995,0.0312688,5.811998344,2.643630981
996,0.0312842,5.814860775,2.647796631
997,0.0312995,5.817704619,2.637390137
998,0.0313149,5.820567049,2.631053925
999,0.0313302,5.823410893,2.614219666
1000,0.0313456,5.826273324,2.619037628
1001,0.031361,5.829135754,2.622028351
1002,0.0313763,5.831979598,2.605148315
1003,0.0313917,5.834842029,2.598056793
1004,0.031407,5.837685872,2.603889465
1005,0.0314224,5.840548303,2.575508118
1006,0.0314378,5.843410734,2.600082397
1007,0.0314531,5.846254577,2.566570282
1008,0.0314685,5.849117008,2.577472687
1009,0.0314838,5.851960851,2.569171906
1010,0.0314992,5.854823282,2.558612823
1011,0.0315146,5.857685713,2.544269562
1012,0.0315299,5.860529556,2.546981812
1013,0.0315453,5.863391987,2.556102753
1014,0.0315606,5.866235831,2.542205811
1015,0.031576,5.869098261,2.523262024
1016,0.0315914,5.871960692,2.539066315
1017,0.0316067,5.874804536,2.513404846
1018,0.0316221,5.877666967,2.521614075
1019,0.0316374,5.88051081,2.520908356
1020,0.0316528,5.883373241,2.527748108
1021,0.0316682,5.886235672,2.497634888
1022,0.0316835,5.889079515,2.498855591
1023,0.0316989,5.891941946,2.474628448
1024,0.0317142,5.894785789,2.48941803
1025,0.0317296,5.89764822,2.461841583
1026,0.031745,5.900510651,2.486465454
1027,0.0317603,5.903354494,2.478797913
1028,0.0317757,5.906216925,2.466804504
1029,0.031791,5.909060769,2.438747406
1030,0.0318064,5.911923199,2.452217102
1031,0.0318218,5.91478563,2.451408386
1032,0.0318371,5.917629474,2.463497162
1033,0.0318525,5.920491904,2.438404083
1034,0.0318678,5.923335748,2.424533844
1035,0.0318832,5.926198179,2.432258606
1036,0.0318986,5.929060609,2.430198669
1037,0.0319139,5.931904453,2.413009644
1038,0.0319293,5.934766884,2.424266815
1039,0.0319446,5.937610727,2.411693573
1040,0.03196,5.940473158,2.408313751
1041,0.0319754,5.943335589,2.410514832
1042,0.0319907,5.946179432,2.419178009
1043,0.0320061,5.949041863,2.38980484
1044,0.0320214,5.951885707,2.389518738
1045,0.0320368,5.954748137,2.379703522
1046,0.0320522,5.957610568,2.371219635
1047,0.0320675,5.960454412,2.360141754
1048,0.0320829,5.963316842,2.380893707
1049,0.0320982,5.966160686,2.362335205
1050,0.0321136,5.969023117,2.352424622
1051,0.032129,5.971885547,2.354511261
1052,0.0321443,5.974729391,2.347057343
1053,0.0321597,5.977591822,2.355724335
1054,0.032175,5.980435665,2.336826324
1055,0.0321904,5.983298096,2.325214386
1056,0.0322058,5.986160527,2.329814911
1057,0.0322211,5.98900437,2.326618195
1058,0.0322365,5.991866801,2.308029175
1059,0.0322518,5.994710644,2.301151276
1060,0.0322672,5.997573075,2.306922913
1061,0.0322826,6.000435506,2.310993195
1062,0.0322979,6.003279349,2.298397064
1063,0.0323133,6.00614178,2.278182983
1064,0.0323286,6.008985624,2.284267426
1065,0.032344,6.011848055,2.278030396
1066,0.0323594,6.014710485,2.278598785
1067,0.0323747,6.017554329,2.27526474
1068,0.0323901,6.02041676,2.256969452
1069,0.0324054,6.023260603,2.244045258
1070,0.0324208,6.026123034,2.256732941
1071,0.0324362,6.028985465,2.25164032
1072,0.0324515,6.031829308,2.262104034
1073,0.0324669,6.034691739,2.240249634
1074,0.0324822,6.037535582,2.238208771
1075,0.0324976,6.040398013,2.244483948
1076,0.032513,6.043260444,2.234573364
1077,0.0325283,6.046104287,2.211215973
1078,0.0325437,6.048966718,2.20647049
1079,0.032559,6.051810562,2.22309494
1080,0.0325744,6.054672992,2.219928741
1081,0.0325898,6.057535423,2.216644287
1082,0.0326051,6.060379267,2.216667175
1083,0.0326205,6.063241697,2.193847656
1084,0.0326358,6.066085541,2.18107605
1085,0.0326512,6.068947972,2.195148468
1086,0.0326666,6.071810402,2.184402466
1087,0.0326819,6.074654246,2.183837891
1088,0.0326973,6.077516677,2.165374756
1089,0.0327126,6.08036052,2.194290161
1090,0.032728,6.083222951,2.166835785
1091,0.0327434,6.086085382,2.163154602
1092,0.0327587,6.088929225,2.146217346
1093,0.0327741,6.091791656,2.153568268
1094,0.0327894,6.0946355,2.157123566
1095,0.0328048,6.09749793,2.155540466
1096,0.0328202,6.100360361,2.129508972
1097,0.0328355,6.103204205,2.127941132
1098,0.0328509,6.106066635,2.134372711
1099,0.0328662,6.108910479,2.104885101
1100,0.0328816,6.11177291,2.11422348
1101,0.032897,6.11463534,2.109256744
1102,0.0329123,6.117479184,2.11170578
1103,0.0329277,6.120341615,2.099243164
1104,0.032943,6.123185458,2.095180511
1105,0.0329584,6.126047889,2.096923828
1106,0.0329738,6.12891032,2.090126038
1107,0.0329891,6.131754163,2.090919495
1108,0.0330045,6.134616594,2.073673248
1109,0.0330198,6.137460437,2.095737457
1110,0.0330352,6.140322868,2.066215515
1111,0.0330506,6.143185299,2.083770752
1112,0.0330659,6.146029143,2.066757202
1113,0.0330813,6.148891573,2.061916351
1114,0.0330966,6.151735417,2.043899536
1115,0.033112,6.154597848,2.04510498
1116,0.0331274,6.157460278,2.053226471
1117,0.0331427,6.160304122,2.025112152
1118,0.0331581,6.163166553,2.041152954
1119,0.0331734,6.166010396,2.029762268
1120,0.0331888,6.168872827,2.034526825
1121,0.0332042,6.171735258,2.026618958
1122,0.0332195,6.174579101,2.01166153
1123,0.0332349,6.177441532,2.004825592
1124,0.0332502,6.180285375,1.995872498
1125,0.0332656,6.183147806,2.017604828
1126,0.033281,6.186010237,2.007987976
1127,0.0332963,6.18885408,1.997173309
1128,0.0333117,6.191716511,1.996059418
1129,0.033327,6.194560355,1.998897552
1130,0.0333424,6.197422785,1.984508514
1131,0.0333578,6.200285216,1.980857849
1132,0.0333731,6.20312906,1.989055634
1133,0.0333885,6.20599149,1.981246948
1134,0.0334038,6.208835334,1.946826935
1135,0.0334192,6.211697765,1.962692261
1136,0.0334346,6.214560196,1.948810577
1137,0.0334499,6.217404039,1.978172302
1138,0.0334653,6.22026647,1.961864471
1139,0.0334806,6.223110313,1.948852539
1140,0.033496,6.225972744,1.953197479
1141,0.0335114,6.228835175,1.953010559
1142,0.0335267,6.231679018,1.947937012
1143,0.0335421,6.234541449,1.933849335
1144,0.0335574,6.237385293,1.93075943
1145,0.0335728,6.240247723,1.930088043
1146,0.0335882,6.243110154,1.932144165
1147,0.0336035,6.245953998,1.927722931
1148,0.0336189,6.248816428,1.892486572
1149,0.0336342,6.251660272,1.908439636
1150,0.0336496,6.254522703,1.905822754
1151,0.033665,6.257385133,1.8944664
1152,0.0336803,6.260228977,1.903114319
1153,0.0336957,6.263091408,1.899562836
1154,0.033711,6.265935251,1.901012421
1155,0.0337264,6.268797682,1.89250946
1156,0.0337418,6.271660113,1.873394012
1157,0.0337571,6.274503956,1.885822296
1158,0.0337725,6.277366387,1.85490036
1159,0.0337878,6.280210231,1.877567291
1160,0.0338032,6.283072661,1.872177124
1161,0.0338186,6.285935092,1.856178284
1162,0.0338339,6.288778936,1.87204361
1163,0.0338493,6.291641366,1.858181
1164,0.0338646,6.29448521,1.827079773
1165,0.03388,6.297347641,1.850322723
1166,0.0338954,6.300210071,1.847332001
1167,0.0339107,6.303053915,1.853778839
1168,0.0339261,6.305916346,1.837532043
1169,0.0339414,6.308760189,1.833259583
1170,0.0339568,6.31162262,1.8411026
1171,0.0339722,6.314485051,1.827404022
1172,0.0339875,6.317328894,1.826522827
1173,0.0340029,6.320191325,1.81244278
1174,0.0340182,6.323035168,1.817276001
1175,0.0340336,6.325897599,1.806964874
1176,0.034049,6.32876003,1.802753448
1177,0.0340643,6.331603873,1.804092407
1178,0.0340797,6.334466304,1.796974182
1179,0.034095,6.337310148,1.78471756
1180,0.0341104,6.340172578,1.804363251
1181,0.0341258,6.343035009,1.780292511
1182,0.0341411,6.345878853,1.781326294
1183,0.0341565,6.348741284,1.782981873
1184,0.0341718,6.351585127,1.781543732
1185,0.0341872,6.354447558,1.768547058
1186,0.0342026,6.357309989,1.766590118
1187,0.0342179,6.360153832,1.767967224
1188,0.0342333,6.363016263,1.756122589
1189,0.0342486,6.365860106,1.757762909
1190,0.034264,6.368722537,1.749076843
1191,0.0342794,6.371584968,1.764965057
1192,0.0342947,6.374428811,1.742469788
1193,0.0343101,6.377291242,1.758319855
1194,0.0343254,6.380135086,1.753047943
1195,0.0343408,6.382997516,1.735298157
1196,0.0343562,6.385859947,1.713806152
1197,0.0343715,6.388703791,1.734531403
1198,0.0343869,6.391566221,1.718223572
1199,0.0344022,6.394410065,1.701805115
1200,0.0344176,6.397272496,1.72026062
1201,0.034433,6.400134926,1.720020294
1202,0.0344483,6.40297877,1.704551697
1203,0.0344637,6.405841201,1.72095108
1204,0.034479,6.408685044,1.692771912
1205,0.0344944,6.411547475,1.700634003
1206,0.0345098,6.414409906,1.693454742
1207,0.0345251,6.417253749,1.697925568
1208,0.0345405,6.42011618,1.694507599
1209,0.0345558,6.422960024,1.685451508
1210,0.0345712,6.425822454,1.670940399
1211,0.0345866,6.428684885,1.67181015
1212,0.0346019,6.431528729,1.674934387
1213,0.0346173,6.434391159,1.671909332
1214,0.0346326,6.437235003,1.671016693
1215,0.034648,6.440097434,1.664009094
1216,0.0346634,6.442959864,1.660678864
1217,0.0346787,6.445803708,1.645675659
1218,0.0346941,6.448666139,1.65896225
1219,0.0347094,6.451509982,1.649066925
1220,0.0347248,6.454372413,1.645133972
1221,0.0347402,6.457234844,1.635162354
1222,0.0347555,6.460078687,1.622600555
1223,0.0347709,6.462941118,1.637413025
1224,0.0347862,6.465784961,1.639270782
1225,0.0348016,6.468647392,1.632644653
1226,0.034817,6.471509823,1.626300812
1227,0.0348323,6.474353666,1.610721588
1228,0.0348477,6.477216097,1.625202179
1229,0.034863,6.480059941,1.603404999
1230,0.0348784,6.482922372,1.608852386
1231,0.0348938,6.485784802,1.609767914
1232,0.0349091,6.488628646,1.596061707
1233,0.0349245,6.491491077,1.601657867
1234,0.0349398,6.49433492,1.596027374
1235,0.0349552,6.497197351,1.583229065
1236,0.0349706,6.500059782,1.584846497
1237,0.0349859,6.502903625,1.598091125
1238,0.0350013,6.505766056,1.591835022
1239,0.0350166,6.508609899,1.591094971
1240,0.035032,6.51147233,1.578655243
1241,0.0350474,6.514334761,1.573280334
1242,0.0350627,6.517178604,1.579982758
1243,0.0350781,6.520041035,1.558094025
1244,0.0350934,6.522884879,1.563041687
1245,0.0351088,6.525747309,1.568412781
1246,0.0351242,6.52860974,1.550350189
1247,0.0351395,6.531453584,1.54945755
1248,0.0351549,6.534316014,1.549930573
1249,0.0351702,6.537159858,1.549468994
1250,0.0351856,6.540022289,1.547607422
1251,0.035201,6.542884719,1.538513184
1252,0.0352163,6.545728563,1.543865204
1253,0.0352317,6.548590994,1.53232193
1254,0.035247,6.551434837,1.537204742
1255,0.0352624,6.554297268,1.532146454
1256,0.0352778,6.557159699,1.52627182
1257,0.0352931,6.560003542,1.513336182
1258,0.0353085,6.562865973,1.512924194
1259,0.0353238,6.565709817,1.50730896
1260,0.0353392,6.568572247,1.491615295
1261,0.0353546,6.571434678,1.507129669
1262,0.0353699,6.574278522,1.510894775
1263,0.0353853,6.577140952,1.513442993
1264,0.0354006,6.579984796,1.511035919
1265,0.035416,6.582847227,1.494941711
1266,0.0354314,6.585709657,1.485771179
1267,0.0354467,6.588553501,1.502887726
1268,0.0354621,6.591415932,1.497730255
1269,0.0354774,6.594259775,1.492198944
1270,0.0354928,6.597122206,1.47618103
1271,0.0355082,6.599984637,1.480838776
1272,0.0355235,6.60282848,1.489910126
1273,0.0355389,6.605690911,1.460582733
1274,0.0355542,6.608534755,1.476932526
1275,0.0355696,6.611397185,1.472332001
1276,0.035585,6.614259616,1.464385986
1277,0.0356003,6.61710346,1.459083557
1278,0.0356157,6.61996589,1.468608856
1279,0.035631,6.622809734,1.463886261
1280,0.0356464,6.625672165,1.459400177
1281,0.0356618,6.628534595,1.458751678
1282,0.0356771,6.631378439,1.464427948
1283,0.0356925,6.63424087,1.446464539
1284,0.0357078,6.637084713,1.441135406
1285,0.0357232,6.639947144,1.431877136
1286,0.0357386,6.642809575,1.444019318
1287,0.0357539,6.645653418,1.425350189
1288,0.0357693,6.648515849,1.424034119
1289,0.0357846,6.651359692,1.427513123
1290,0.0358,6.654222123,1.425750732
1291,0.0358154,6.657084554,1.429878235
1292,0.0358307,6.659928397,1.432937622
1293,0.0358461,6.662790828,1.414978027
1294,0.0358614,6.665634672,1.413822174
1295,0.0358768,6.668497102,1.406368256
1296,0.0358922,6.671359533,1.410186768
1297,0.0359075,6.674203377,1.412891388
1298,0.0359229,6.677065807,1.399707794
1299,0.0359382,6.679909651,1.39043808
1300,0.0359536,6.682772082,1.390743256
1301,0.035969,6.685634513,1.394451141
1302,0.0359843,6.688478356,1.394996643
1303,0.0359997,6.691340787,1.387550354
1304,0.036015,6.69418463,1.38192749
1305,0.0360304,6.697047061,1.387908936
1306,0.0360458,6.699909492,1.388214111
1307,0.0360611,6.702753335,1.389564514
1308,0.0360765,6.705615766,1.366298676
1309,0.0360918,6.70845961,1.369579315
1310,0.0361072,6.71132204,1.363418579
1311,0.0361226,6.714184471,1.370452881
1312,0.0361379,6.717028315,1.355342865
1313,0.0361533,6.719890745,1.353862762
1314,0.0361686,6.722734589,1.345394135
1315,0.036184,6.72559702,1.366313934
1316,0.0361994,6.72845945,1.358997345
1317,0.0362147,6.731303294,1.343647003
1318,0.0362301,6.734165725,1.343387604
1319,0.0362454,6.737009568,1.336338043
1320,0.0362608,6.739871999,1.341285706
1321,0.0362762,6.74273443,1.331432343
1322,0.0362915,6.745578273,1.335639954
1323,0.0363069,6.748440704,1.324661255
1324,0.0363222,6.751284548,1.336090088
1325,0.0363376,6.754146978,1.324871063
1326,0.036353,6.757009409,1.329826355
1327,0.0363683,6.759853253,1.325016022
1328,0.0363837,6.762715683,1.310272217
1329,0.036399,6.765559527,1.314910889
1330,0.0364144,6.768421958,1.313274384
1331,0.0364298,6.771284388,1.316291809
1332,0.0364451,6.774128232,1.306438446
1333,0.0364605,6.776990663,1.30847168
1334,0.0364758,6.779834506,1.30437088
1335,0.0364912,6.782696937,1.302722931
1336,0.0365066,6.785559368,1.302997589
1337,0.0365219,6.788403211,1.303173065
1338,0.0365373,6.791265642,1.278858185
1339,0.0365526,6.794109485,1.282428741
1340,0.036568,6.796971916,1.283107758
1341,0.0365834,6.799834347,1.291786194
1342,0.0365987,6.80267819,1.28458786
1343,0.0366141,6.805540621,1.274124146
1344,0.0366294,6.808384465,1.269580841
1345,0.0366448,6.811246895,1.275531769
1346,0.0366602,6.814109326,1.282665253
1347,0.0366755,6.81695317,1.280166626
1348,0.0366909,6.819815601,1.258293152
1349,0.0367062,6.822659444,1.256858826
1350,0.0367216,6.825521875,1.263908386
1351,0.036737,6.828384306,1.268100739
1352,0.0367523,6.831228149,1.255523682
1353,0.0367677,6.83409058,1.260032654
1354,0.036783,6.836934423,1.263877869
1355,0.0367984,6.839796854,1.249221802
1356,0.0368138,6.842659285,1.248508453
1357,0.0368291,6.845503128,1.228065491
1358,0.0368445,6.848365559,1.23443222
1359,0.0368598,6.851209403,1.236221313
1360,0.0368752,6.854071833,1.24477005
1361,0.0368906,6.856934264,1.239521027
1362,0.0369059,6.859778108,1.234962463
1363,0.0369213,6.862640538,1.237373352
1364,0.0369366,6.865484382,1.230155945
1365,0.036952,6.868346813,1.226383209
1366,0.0369674,6.871209243,1.22650528
1367,0.0369827,6.874053087,1.216674805
