Image Index,TOF,Lambda,MeanI
288,0.02040928,3.793516271,0.6493415833
289,0.02042464,3.796371267,0.6520423889
290,0.02044,3.799226262,0.6742134094
291,0.02045536,3.802081258,0.6850395203
292,0.02047072,3.804936254,0.6894378662
293,0.02048608,3.80779125,0.7089691162
294,0.02050144,3.810646246,0.7191009521
295,0.0205168,3.813501242,0.7333869934
296,0.02053216,3.816356238,0.7491531372
297,0.02054752,3.819211234,0.7542686462
298,0.02056288,3.822066229,0.7795219421
299,0.02057824,3.824921225,0.7840652466
300,0.0205936,3.827776221,0.8032569885
301,0.02060896,3.830631217,0.8076667786
302,0.02062432,3.833486213,0.8170051575
303,0.02063968,3.836341209,0.8347587585
304,0.02065504,3.839196205,0.8395690918
305,0.0206704,3.8420512,0.8610801697
306,0.02068576,3.844906196,0.8728942871
307,0.02070112,3.847761192,0.882144928
308,0.02071648,3.850616188,0.8994522095
309,0.02073184,3.853471184,0.9112091064
310,0.0207472,3.85632618,0.9269828796
311,0.02076256,3.859181176,0.9420623779
312,0.02077792,3.862036171,0.9549026489
313,0.02079328,3.864891167,0.9716720581
314,0.02080864,3.867746163,0.9964179993
315,0.020824,3.870601159,1.013156891
316,0.02083936,3.873456155,1.013484955
317,0.02085472,3.876311151,1.028499603
318,0.02087008,3.879166147,1.045330048
319,0.02088544,3.882021142,1.056255341
320,0.0209008,3.884876138,1.089752197
321,0.02091616,3.887731134,1.101715088
322,0.02093152,3.89058613,1.110240936
323,0.02094688,3.893441126,1.132507324
324,0.02096224,3.896296122,1.152992249
325,0.0209776,3.899151118,1.164142609
326,0.02099296,3.902006113,1.181716919
327,0.02100832,3.904861109,1.204502106
328,0.02102368,3.907716105,1.215759277
329,0.02103904,3.910571101,1.240745544
330,0.0210544,3.913426097,1.271255493
331,0.02106976,3.916281093,1.282131195
332,0.02108512,3.919136089,1.313201904
333,0.02110048,3.921991085,1.365955353
334,0.02111584,3.92484608,1.49382782
335,0.0211312,3.927701076,1.706565857
336,0.02114656,3.930556072,1.966205597
337,0.02116192,3.933411068,2.197418213
338,0.02117728,3.936266064,2.456119537
339,0.02119264,3.93912106,2.666038513
340,0.021208,3.941976056,2.850479126
341,0.02122336,3.944831051,3.019145966
342,0.02123872,3.947686047,3.229793549
343,0.02125408,3.950541043,3.353183746
344,0.02126944,3.953396039,3.461078644
345,0.0212848,3.956251035,3.624664307
346,0.02130016,3.959106031,3.777557373
347,0.02131552,3.961961027,3.869419098
348,0.02133088,3.964816022,3.953296661
349,0.02134624,3.967671018,4.054050446
350,0.0213616,3.970526014,4.170589447
351,0.02137696,3.97338101,4.246063232
352,0.02139232,3.976236006,4.310928345
353,0.02140768,3.979091002,4.422634125
354,0.02142304,3.981945998,4.48254776
355,0.0214384,3.984800993,4.550857544
356,0.02145376,3.987655989,4.632072449
357,0.02146912,3.990510985,4.67193222
358,0.02148448,3.993365981,4.742912292
359,0.02149984,3.996220977,4.822429657
360,0.0215152,3.999075973,4.844638824
361,0.02153056,4.001930969,4.876491547
362,0.02154592,4.004785964,4.948474884
363,0.02156128,4.00764096,4.968917847
364,0.02157664,4.010495956,5.011768341
365,0.021592,4.013350952,5.041343689
366,0.02160736,4.016205948,5.101745605
367,0.02162272,4.019060944,5.128807068
368,0.02163808,4.02191594,5.20916748
369,0.02165344,4.024770935,5.291824341
370,0.0216688,4.027625931,5.398277283
371,0.02168416,4.030480927,5.480560303
372,0.02169952,4.033335923,5.581790924
373,0.02171488,4.036190919,5.666080475
374,0.02173024,4.039045915,5.756893158
375,0.0217456,4.041900911,5.856712341
376,0.02176096,4.044755907,5.940605164
377,0.02177632,4.047610902,6.027812958
378,0.02179168,4.050465898,6.089981079
379,0.02180704,4.053320894,6.155780792
380,0.0218224,4.05617589,6.235786438
381,0.02183776,4.059030886,6.268032074
382,0.02185312,4.061885882,6.418109894
383,0.02186848,4.064740878,6.410049438
384,0.02188384,4.067595873,6.484523773
385,0.0218992,4.070450869,6.558040619
386,0.02191456,4.073305865,6.565795898
387,0.02192992,4.076160861,6.631717682
388,0.02194528,4.079015857,6.684978485
389,0.02196064,4.081870853,6.730026245
390,0.021976,4.084725849,6.816684723
391,0.02199136,4.087580844,6.817657471
392,0.02200672,4.09043584,6.863395691
393,0.02202208,4.093290836,6.909420013
394,0.02203744,4.096145832,6.960575104
395,0.0220528,4.099000828,7.000392914
396,0.02206816,4.101855824,7.023445129
397,0.02208352,4.10471082,7.065719604
398,0.02209888,4.107565815,7.12128067
399,0.02211424,4.110420811,7.148887634
400,0.0221296,4.113275807,7.182491302
401,0.02214496,4.116130803,7.19524765
402,0.02216032,4.118985799,7.235538483
403,0.02217568,4.121840795,7.272052765
404,0.02219104,4.124695791,7.314792633
405,0.0222064,4.127550786,7.343025208
406,0.02222176,4.130405782,7.368198395
407,0.02223712,4.133260778,7.365268707
408,0.02225248,4.136115774,7.404029846
409,0.02226784,4.13897077,7.426410675
410,0.0222832,4.141825766,7.448051453
411,0.02229856,4.144680762,7.440864563
412,0.02231392,4.147535757,7.468677521
413,0.02232928,4.150390753,7.487415314
414,0.02234464,4.153245749,7.523006439
415,0.02236,4.156100745,7.528026581
416,0.02237536,4.158955741,7.571861267
417,0.02239072,4.161810737,7.583370209
418,0.02240608,4.164665733,7.592700958
419,0.02242144,4.167520729,7.570350647
420,0.0224368,4.170375724,7.578849792
421,0.02245216,4.17323072,7.590110779
422,0.02246752,4.176085716,7.624538422
423,0.02248288,4.178940712,7.603927612
424,0.02249824,4.181795708,7.612442017
425,0.0225136,4.184650704,7.657054901
426,0.02252896,4.1875057,7.640037537
427,0.02254432,4.190360695,7.633323669
428,0.02255968,4.193215691,7.621486664
429,0.02257504,4.196070687,7.651153564
430,0.0225904,4.198925683,7.642814636
431,0.02260576,4.201780679,7.663589478
432,0.02262112,4.204635675,7.650245667
433,0.02263648,4.207490671,7.642318726
434,0.02265184,4.210345666,7.62947464
435,0.0226672,4.213200662,7.62902832
436,0.02268256,4.216055658,7.63551712
437,0.02269792,4.218910654,7.609413147
438,0.02271328,4.22176565,7.624015808
439,0.02272864,4.224620646,7.633773804
440,0.022744,4.227475642,7.618034363
441,0.02275936,4.230330637,7.602939606
442,0.02277472,4.233185633,7.592571259
443,0.02279008,4.236040629,7.620700836
444,0.02280544,4.238895625,7.602798462
445,0.0228208,4.241750621,7.556102753
446,0.02283616,4.244605617,7.594501495
447,0.02285152,4.247460613,7.573955536
448,0.02286688,4.250315608,7.522632599
449,0.02288224,4.253170604,7.559230804
450,0.0228976,4.2560256,7.509628296
451,0.02291296,4.258880596,7.52129364
452,0.02292832,4.261735592,7.525867462
453,0.02294368,4.264590588,7.47543335
454,0.02295904,4.267445584,7.476093292
455,0.0229744,4.27030058,7.484733582
456,0.02298976,4.273155575,7.446029663
457,0.02300512,4.276010571,7.433670044
458,0.02302048,4.278865567,7.445995331
459,0.02303584,4.281720563,7.429641724
460,0.0230512,4.284575559,7.402263641
461,0.02306656,4.287430555,7.380363464
462,0.02308192,4.290285551,7.37253952
463,0.02309728,4.293140546,7.401344299
464,0.02311264,4.295995542,7.380252838
465,0.023128,4.298850538,7.333023071
466,0.02314336,4.301705534,7.335445404
467,0.02315872,4.30456053,7.331504822
468,0.02317408,4.307415526,7.271884918
469,0.02318944,4.310270522,7.264419556
470,0.0232048,4.313125517,7.279075623
471,0.02322016,4.315980513,7.246120453
472,0.02323552,4.318835509,7.259780884
473,0.02325088,4.321690505,7.25655365
474,0.02326624,4.324545501,7.243537903
475,0.0232816,4.327400497,7.217979431
476,0.02329696,4.330255493,7.192966461
477,0.02331232,4.333110488,7.167381287
478,0.02332768,4.335965484,7.145160675
479,0.02334304,4.33882048,7.172599792
480,0.0233584,4.341675476,7.128898621
481,0.02337376,4.344530472,7.143184662
482,0.02338912,4.347385468,7.128749847
483,0.02340448,4.350240464,7.129325867
484,0.02341984,4.353095459,7.135242462
485,0.0234352,4.355950455,7.089797974
486,0.02345056,4.358805451,7.097541809
487,0.02346592,4.361660447,7.093383789
488,0.02348128,4.364515443,7.055812836
489,0.02349664,4.367370439,7.085163116
490,0.023512,4.370225435,7.036773682
491,0.02352736,4.37308043,7.034584045
492,0.02354272,4.375935426,7.04334259
493,0.02355808,4.378790422,7.025749207
494,0.02357344,4.381645418,6.997325897
495,0.0235888,4.384500414,6.988559723
496,0.02360416,4.38735541,6.988265991
497,0.02361952,4.390210406,6.992095947
498,0.02363488,4.393065402,6.954395294
499,0.02365024,4.395920397,6.970581055
500,0.0236656,4.398775393,6.960132599
501,0.02368096,4.401630389,6.945903778
502,0.02369632,4.404485385,6.894454956
503,0.02371168,4.407340381,6.882972717
504,0.02372704,4.410195377,6.894351959
505,0.0237424,4.413050373,6.856018066
506,0.02375776,4.415905368,6.863018036
507,0.02377312,4.418760364,6.858310699
508,0.02378848,4.42161536,6.852622986
509,0.02380384,4.424470356,6.826927185
510,0.0238192,4.427325352,6.809448242
511,0.02383456,4.430180348,6.790344238
512,0.02384992,4.433035344,6.784061432
513,0.02386528,4.435890339,6.792255402
514,0.02388064,4.438745335,6.764636993
515,0.023896,4.441600331,6.749214172
516,0.02391136,4.444455327,6.726970673
517,0.02392672,4.447310323,6.731479645
518,0.02394208,4.450165319,6.697994232
519,0.02395744,4.453020315,6.685974121
520,0.0239728,4.45587531,6.667499542
521,0.02398816,4.458730306,6.644508362
522,0.02400352,4.461585302,6.660255432
523,0.02401888,4.464440298,6.63425827
524,0.02403424,4.467295294,6.610641479
525,0.0240496,4.47015029,6.589481354
526,0.02406496,4.473005286,6.597061157
527,0.02408032,4.475860281,6.592967987
528,0.02409568,4.478715277,6.578872681
529,0.02411104,4.481570273,6.548431396
530,0.0241264,4.484425269,6.524047852
531,0.02414176,4.487280265,6.545013428
532,0.02415712,4.490135261,6.487133026
533,0.02417248,4.492990257,6.488872528
534,0.02418784,4.495845252,6.522716522
535,0.0242032,4.498700248,6.451889038
536,0.02421856,4.501555244,6.449005127
537,0.02423392,4.50441024,6.447536469
538,0.02424928,4.507265236,6.422649384
539,0.02426464,4.510120232,6.399391174
540,0.02428,4.512975228,6.391506195
541,0.02429536,4.515830224,6.372200012
542,0.02431072,4.518685219,6.394081116
543,0.02432608,4.521540215,6.350822449
544,0.02434144,4.524395211,6.375339508
545,0.0243568,4.527250207,6.310600281
546,0.02437216,4.530105203,6.34885788
547,0.02438752,4.532960199,6.338558197
548,0.02440288,4.535815195,6.285171509
549,0.02441824,4.53867019,6.259437561
550,0.0244336,4.541525186,6.249336243
551,0.02444896,4.544380182,6.259670258
552,0.02446432,4.547235178,6.233005524
553,0.02447968,4.550090174,6.232532501
554,0.02449504,4.55294517,6.20911026
555,0.0245104,4.555800166,6.162918091
556,0.02452576,4.558655161,6.173969269
557,0.02454112,4.561510157,6.185894012
558,0.02455648,4.564365153,6.121212006
559,0.02457184,4.567220149,6.143920898
560,0.0245872,4.570075145,6.135032654
561,0.02460256,4.572930141,6.104610443
562,0.02461792,4.575785137,6.113544464
563,0.02463328,4.578640132,6.099433899
564,0.02464864,4.581495128,6.04743576
565,0.024664,4.584350124,6.060932159
566,0.02467936,4.58720512,6.047157288
567,0.02469472,4.590060116,6.010192871
568,0.02471008,4.592915112,5.987716675
569,0.02472544,4.595770108,6.012130737
570,0.0247408,4.598625103,5.969390869
571,0.02475616,4.601480099,5.946960449
572,0.02477152,4.604335095,5.96182251
573,0.02478688,4.607190091,5.961608887
574,0.02480224,4.610045087,5.962928772
575,0.0248176,4.612900083,5.903469086
576,0.02483296,4.615755079,5.887996674
577,0.02484832,4.618610075,5.882926941
578,0.02486368,4.62146507,5.868148804
579,0.02487904,4.624320066,5.873878479
580,0.0248944,4.627175062,5.891899109
581,0.02490976,4.630030058,5.883922577
582,0.02492512,4.632885054,5.877948761
583,0.02494048,4.63574005,5.874099731
584,0.02495584,4.638595046,5.883071899
585,0.0249712,4.641450041,5.885894775
586,0.02498656,4.644305037,5.907802582
587,0.02500192,4.647160033,5.911781311
588,0.02501728,4.650015029,5.963428497
589,0.02503264,4.652870025,5.966491699
590,0.025048,4.655725021,5.971878052
591,0.02506336,4.658580017,5.968887329
592,0.02507872,4.661435012,6.019283295
593,0.02509408,4.664290008,6.010986328
594,0.02510944,4.667145004,6.017147064
595,0.0251248,4.67,6.04460907
596,0.02514016,4.672854996,6.044315338
597,0.02515552,4.675709992,6.051967621
598,0.02517088,4.678564988,6.060207367
599,0.02518624,4.681419983,6.051403046
600,0.0252016,4.684274979,6.053852081
601,0.02521696,4.687129975,6.05758667
602,0.02523232,4.689984971,6.060882568
603,0.02524768,4.692839967,6.040077209
604,0.02526304,4.695694963,6.068725586
605,0.0252784,4.698549959,6.036209106
606,0.02529376,4.701404954,6.031715393
607,0.02530912,4.70425995,6.033561707
608,0.02532448,4.707114946,6.034320831
609,0.02533984,4.709969942,6.026031494
610,0.0253552,4.712824938,6.013912201
611,0.02537056,4.715679934,6.015457153
612,0.02538592,4.71853493,5.979110718
613,0.02540128,4.721389925,5.987323761
614,0.02541664,4.724244921,5.963413239
615,0.025432,4.727099917,5.933994293
616,0.02544736,4.729954913,5.933994293
617,0.02546272,4.732809909,5.941410065
618,0.02547808,4.735664905,5.922721863
619,0.02549344,4.738519901,5.907459259
620,0.0255088,4.741374897,5.874092102
621,0.02552416,4.744229892,5.894874573
622,0.02553952,4.747084888,5.865375519
623,0.02555488,4.749939884,5.893310547
624,0.02557024,4.75279488,5.866252899
625,0.0255856,4.755649876,5.865921021
626,0.02560096,4.758504872,5.856227875
627,0.02561632,4.761359868,5.838356018
628,0.02563168,4.764214863,5.795482635
629,0.02564704,4.767069859,5.795978546
630,0.0256624,4.769924855,5.807849884
631,0.02567776,4.772779851,5.808830261
632,0.02569312,4.775634847,5.790294647
633,0.02570848,4.778489843,5.789154053
634,0.02572384,4.781344839,5.774921417
635,0.0257392,4.784199834,5.739841461
636,0.02575456,4.78705483,5.74728775
637,0.02576992,4.789909826,5.729663849
638,0.02578528,4.792764822,5.698913574
639,0.02580064,4.795619818,5.72467804
640,0.025816,4.798474814,5.697311401
641,0.02583136,4.80132981,5.672466278
642,0.02584672,4.804184805,5.699642181
643,0.02586208,4.807039801,5.683265686
644,0.02587744,4.809894797,5.667476654
645,0.0258928,4.812749793,5.618591309
646,0.02590816,4.815604789,5.643772125
647,0.02592352,4.818459785,5.607479095
648,0.02593888,4.821314781,5.646903992
649,0.02595424,4.824169776,5.613712311
650,0.0259696,4.827024772,5.590377808
651,0.02598496,4.829879768,5.553901672
652,0.0260003,4.832731047,5.581871033
653,0.0260157,4.835593477,5.557815552
654,0.026031,4.838437321,5.522541046
655,0.0260464,4.841299752,5.513877869
656,0.0260618,4.844162182,5.518447876
657,0.0260771,4.847006026,5.506835938
658,0.0260925,4.849868457,5.533821106
659,0.0261078,4.8527123,5.48412323
660,0.0261232,4.855574731,5.430500031
661,0.0261386,4.858437162,5.45797348
662,0.0261539,4.861281005,5.449741364
663,0.0261693,4.864143436,5.434303284
664,0.0261846,4.86698728,5.41954422
665,0.0262,4.86984971,5.422519684
666,0.0262154,4.872712141,5.418384552
667,0.0262307,4.875555985,5.382003784
668,0.0262461,4.878418415,5.383003235
669,0.0262614,4.881262259,5.355251312
670,0.0262768,4.88412469,5.383605957
671,0.0262922,4.88698712,5.315296173
672,0.0263075,4.889830964,5.298595428
673,0.0263229,4.892693395,5.326778412
674,0.0263382,4.895537238,5.287288666
675,0.0263536,4.898399669,5.268981934
676,0.026369,4.9012621,5.30355072
677,0.0263843,4.904105943,5.268013
678,0.0263997,4.906968374,5.246429443
679,0.026415,4.909812217,5.244075775
680,0.0264304,4.912674648,5.243362427
681,0.0264458,4.915537079,5.234428406
682,0.0264611,4.918380922,5.238208771
683,0.0264765,4.921243353,5.210891724
